bldg_id,in.representative_income,in.sqft..ft2,in.bedrooms,in.cec_climate_zone,in.city,in.clothes_washer,in.clothes_washer_presence,in.door_area,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_stories,in.geometry_stories_low_rise,in.heating_fuel,in.hot_water_distribution,in.vacancy_status,in.usage_level,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.water_heater_location,in.utility_bill_electricity_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_marginal_rates,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg
125408,42938.0,854.0,1,3,0.0,0.0,0.0,20.0,874.5,749.5,2,2,2.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,387.8713715107
127781,107681.0,2179.0,4,3,5.0,2.0,1.0,20.0,2249.5,1999.5,2,2,1.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,885.8976500759
127849,183680.0,1138.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,2,2,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1146.7314065207
128137,32961.0,1698.0,3,3,3.0,1.0,1.0,20.0,1749.5,1999.5,1,1,1.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,572.7919089123
128532,4538.0,1698.0,3,3,5.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,473.9722751841
128933,86872.0,623.0,1,3,5.0,0.0,0.0,20.0,624.5,749.5,5,4,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,474.6027685784
129022,106239.0,854.0,2,3,5.0,0.0,0.0,20.0,874.5,749.5,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,48.3257310998
129373,63744.0,1698.0,4,3,0.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,920.248200256001
129962,510568.0,2678.0,3,4,5.0,2.0,1.0,20.0,2749.5,3249.5,2,2,2.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1477.4682831062
130502,164231.0,1228.0,2,3,3.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,1756.5455246724
130780,49379.0,854.0,2,3,5.0,1.0,1.0,20.0,874.5,749.5,35,4,2.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1057.4054610966
132133,152758.0,1228.0,2,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,406.69999078940094
132176,,623.0,1,3,5.0,0.0,0.0,20.0,624.5,749.5,3,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,17.5767043375
132238,81582.0,1138.0,2,3,4.0,0.0,0.0,20.0,1249.5,749.5,2,2,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1432.7486113479
132375,14441.0,854.0,2,3,3.0,0.0,0.0,20.0,874.5,749.5,4,4,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,117.9476239711
132738,84369.0,1138.0,2,3,3.0,1.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,444.7972139457
133723,108894.0,854.0,2,3,5.0,1.0,1.0,20.0,874.5,749.5,2,2,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,997.0958195814
134400,94954.0,1698.0,4,3,6.0,2.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1156.1797355878
134878,128029.0,2179.0,4,3,0.0,2.0,1.0,20.0,2249.5,1999.5,2,2,1.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1312.2517982574
134993,23187.0,854.0,2,3,0.0,0.0,0.0,20.0,874.5,749.5,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,228.7058088777
135320,43456.0,623.0,1,3,1.0,0.0,0.0,20.0,624.5,749.5,2,2,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,808.5420072961
135580,74771.0,1698.0,3,3,0.0,1.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,549.0145968769
136832,25310.0,1228.0,4,3,0.0,1.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,793.1924414953
136896,151623.0,623.0,3,3,5.0,0.0,0.0,20.0,624.5,749.5,2,2,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1335.1582129424
137606,,5587.0,4,3,3.0,2.0,1.0,20.0,,,1,1,2.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,322.2093400295
137796,270333.0,1698.0,3,3,3.0,2.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,457.9559285994
138348,161500.0,1228.0,2,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,1.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1161.332544911
143081,68145.0,322.0,2,3,5.0,0.0,0.0,20.0,249.5,749.5,2,2,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,985.1391247082
143096,166064.0,1138.0,3,3,3.0,0.0,0.0,20.0,1249.5,749.5,5,4,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,978.1311225917
143117,63950.0,1138.0,2,3,5.0,0.0,0.0,20.0,1249.5,749.5,1,1,1.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,65.5214178465
143403,191119.0,2678.0,4,3,5.0,1.0,1.0,20.0,2749.5,3249.5,2,2,2.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,125.867346751298
143435,153503.0,1228.0,3,3,3.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1230.4101269383
144665,22543.0,623.0,2,3,3.0,0.0,0.0,20.0,624.5,749.5,2,2,2.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1029.3054137751
144822,45272.0,1228.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,929.8598225763
145063,91243.0,623.0,1,3,1.0,0.0,0.0,20.0,624.5,749.5,2,2,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,698.8633722301
145206,42938.0,1228.0,4,3,3.0,1.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,327.8066698753
145489,266114.0,1138.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,2,2,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,599.9167326383
145808,,881.0,2,3,2.0,2.0,1.0,20.0,874.5,749.5,1,1,2.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,318.5896729169
146241,306574.0,1138.0,2,3,5.0,0.0,0.0,20.0,1249.5,749.5,2,2,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1724.8620976279
146956,37817.0,623.0,1,3,3.0,1.0,1.0,20.0,624.5,749.5,2,2,2.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,315.1015475916
147180,77794.0,623.0,2,3,1.0,1.0,1.0,20.0,624.5,749.5,12,4,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1056.3395190271
147639,73823.0,1228.0,3,3,0.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,1083.4734146005
147843,185611.0,1138.0,2,3,3.0,0.0,0.0,20.0,1249.5,749.5,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,75.7408539426
147865,128029.0,1228.0,1,3,0.0,2.0,1.0,20.0,1249.5,749.5,2,2,2.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,950.0310752702
148327,274266.0,1228.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1057.0425872006
149771,189830.0,2115.0,2,3,2.0,2.0,1.0,20.0,2249.5,1999.5,2,2,1.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,574.8240027299
150192,32414.0,854.0,2,3,1.0,0.0,0.0,20.0,874.5,749.5,2,2,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,989.647832866
150569,31638.0,854.0,1,3,0.0,1.0,1.0,20.0,874.5,749.5,11,4,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,870.5979794358
150601,305836.0,2179.0,3,3,5.0,2.0,1.0,20.0,2249.5,1999.5,2,2,2.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1006.7119778254
150672,107681.0,1698.0,3,3,3.0,2.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,654.960166737799
151073,326970.0,2678.0,4,3,5.0,1.0,1.0,20.0,2749.5,3249.5,2,2,2.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,474.7615259079
151625,305836.0,1698.0,3,3,5.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,637.7826236859
152450,108204.0,1228.0,3,3,0.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,591.4028038534
152808,158190.0,1698.0,3,3,1.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1179.8118980648
154818,16657.0,623.0,1,3,1.0,0.0,0.0,20.0,624.5,749.5,3,3,2.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,414.0209716412
155073,178277.0,1228.0,2,3,0.0,2.0,1.0,20.0,1249.5,749.5,1,1,1.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,949.3642944863
156254,416499.0,3310.0,4,4,5.0,2.0,1.0,20.0,3499.5,3249.5,2,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,175.8622977727
156472,40497.0,2179.0,4,4,5.0,2.0,1.0,20.0,2249.5,1999.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,1167.501401143
156967,127096.0,2179.0,4,3,5.0,2.0,1.0,20.0,2249.5,1999.5,1,1,2.0,0.0,0.0,2.0,5.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,477.0476314527
157115,112176.0,1698.0,3,3,2.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,502.7708547554
157513,54746.0,1207.0,2,3,4.0,0.0,0.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,582.5577526384
157974,166392.0,1138.0,1,3,3.0,2.0,1.0,20.0,1249.5,749.5,2,2,1.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,78.2356119776
158677,221785.0,1207.0,2,3,4.0,1.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1223.5563462276
160589,131319.0,1678.0,3,3,0.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,985.6063248493
160635,282618.0,1228.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,868.0261106979
161042,12122.0,2179.0,3,3,5.0,2.0,1.0,20.0,2249.5,1999.5,1,1,2.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,238.4671166801
161280,40948.0,2179.0,4,3,2.0,1.0,1.0,20.0,2249.5,1999.5,1,1,1.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,866.5791510376
161294,98215.0,1228.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,2,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,-92.4285172349
162319,21609.0,854.0,2,3,3.0,0.0,0.0,20.0,874.5,749.5,1,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,133.8324287685
162327,76843.0,1228.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,866.452145174
162783,89736.0,1228.0,3,3,0.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,144.8002922751
163566,95838.0,872.0,3,3,5.0,2.0,1.0,20.0,874.5,749.5,1,1,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,-7.37541193620018
164038,91840.0,1228.0,3,3,5.0,2.0,1.0,20.0,1249.5,749.5,1,1,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,69.9530153014
164591,130088.0,1228.0,3,3,4.0,1.0,1.0,20.0,1249.5,749.5,1,1,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1308.1921465459
164631,,634.0,3,3,5.0,2.0,1.0,20.0,624.5,749.5,1,1,4.0,0.0,1.0,2.0,8.0,2.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,-16.5334418865
164710,293180.0,1678.0,3,3,5.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,5.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,473.0832341389
165273,133264.0,1682.0,2,3,5.0,2.0,1.0,20.0,1749.5,1999.5,2,2,1.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,559.1387785753
165497,34380.0,1698.0,2,3,1.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,859.498574141901
165781,13288.0,623.0,1,3,1.0,1.0,1.0,20.0,624.5,749.5,3,3,1.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,536.2641153562
166126,31638.0,2678.0,4,3,4.0,2.0,1.0,20.0,2749.5,3249.5,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,140.6771376318
166489,155749.0,1678.0,3,3,0.0,1.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1255.0538004004
166735,56316.0,1228.0,3,3,4.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1618.5672616421
166745,112176.0,2179.0,3,3,4.0,1.0,1.0,20.0,2249.5,1999.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,747.1936392536
167007,55536.0,1698.0,4,3,5.0,1.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,469.3592407812
167609,169401.0,1698.0,4,3,1.0,2.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,752.682106930601
167782,416499.0,1228.0,2,4,1.0,2.0,1.0,20.0,1249.5,749.5,1,1,3.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,190.4906517052
168063,108047.0,1207.0,2,3,0.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,397.3242365015
168280,303044.0,3310.0,4,3,3.0,1.0,1.0,20.0,3499.5,3249.5,1,1,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,-241.5470088724
168674,68285.0,881.0,4,3,5.0,1.0,1.0,20.0,874.5,749.5,1,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,88.8768889778
169365,39718.0,1138.0,2,4,5.0,0.0,0.0,20.0,1249.5,749.5,21,4,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,67.4582572664
169860,86222.0,1138.0,2,3,5.0,0.0,0.0,20.0,1249.5,749.5,3,3,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,593.2579966467
170132,151522.0,1228.0,2,3,5.0,1.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,457.3390429762
170615,168737.0,3310.0,5,3,5.0,2.0,1.0,20.0,3499.5,3249.5,2,2,2.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,1197.4974645711
171196,265233.0,1682.0,3,3,2.0,1.0,1.0,20.0,1749.5,1999.5,13,4,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,117.3488820427
172070,75678.0,881.0,2,3,2.0,2.0,1.0,20.0,874.5,749.5,1,1,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1301.3202221404
172432,56008.0,854.0,3,3,0.0,0.0,0.0,20.0,874.5,749.5,2,2,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1280.2826080198
172864,127480.0,1698.0,3,3,1.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,619.8929406131
173270,374633.0,7414.0,3,3,2.0,2.0,1.0,20.0,,,2,2,2.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,660.1764789928
173573,259433.0,1138.0,2,3,1.0,0.0,0.0,20.0,1249.5,749.5,2,2,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,529.4602298062
174930,261599.0,2678.0,3,3,4.0,1.0,1.0,20.0,2749.5,3249.5,2,2,2.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1008.9164367436
175128,,2179.0,5,3,3.0,2.0,1.0,20.0,2249.5,1999.5,1,1,2.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,336.6517210903
175435,27173.0,1698.0,4,3,5.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,1.0,4.0,1.0,1.0,6.0,0.266971414,3.741846154,4.95,1.964713414,416.1301761617
177011,90697.0,1698.0,4,3,3.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,450.063421361399
177787,107681.0,1228.0,3,3,5.0,1.0,1.0,20.0,1249.5,749.5,2,2,2.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,725.1717296901
178051,263651.0,854.0,2,3,5.0,2.0,1.0,20.0,874.5,749.5,2,2,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,976.4755104412
178664,148699.0,854.0,2,3,5.0,2.0,1.0,20.0,874.5,749.5,3,3,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,843.8042781399
180026,98994.0,1698.0,3,3,4.0,1.0,1.0,20.0,1749.5,1999.5,2,2,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,943.072968314401
180558,353551.0,1228.0,3,3,1.0,1.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,1027.2007451783
180718,129657.0,1138.0,2,3,5.0,0.0,0.0,20.0,1249.5,749.5,14,4,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1241.6818973328
181194,278761.0,1138.0,2,3,3.0,0.0,0.0,20.0,1249.5,749.5,2,2,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,151.2821272424
182894,125271.0,1698.0,3,3,1.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,936.0377506557
182982,163164.0,623.0,1,3,5.0,0.0,0.0,20.0,624.5,749.5,2,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,137.3885929493
183261,103952.0,1698.0,4,3,5.0,1.0,1.0,20.0,1749.5,1999.5,1,1,0.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,123.1775439972
183956,306548.0,1698.0,3,3,3.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,1488.4542903076
184138,154711.0,1698.0,4,3,0.0,1.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,863.2361752707
184866,,322.0,1,3,4.0,0.0,0.0,20.0,249.5,749.5,2,2,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,17.4814499398
185011,63639.0,881.0,3,3,5.0,2.0,1.0,20.0,874.5,749.5,1,1,2.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,528.5303654477
185569,420110.0,625.0,2,3,5.0,2.0,1.0,20.0,624.5,749.5,1,1,2.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.266971414,3.741846154,4.95,1.964713414,323.747018163801
186125,133537.0,1678.0,3,3,0.0,2.0,1.0,20.0,1749.5,1999.5,1,1,2.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,786.8557560864
186157,510568.0,5587.0,4,4,5.0,2.0,1.0,20.0,,,2,2,2.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,0.266971414,3.741846154,4.95,1.964713414,854.586168774799
188468,359605.0,1207.0,2,3,1.0,2.0,1.0,20.0,1249.5,749.5,1,1,2.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,1157.1458873359
188646,52730.0,854.0,2,3,1.0,1.0,1.0,20.0,874.5,749.5,2,2,2.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,0.266971414,3.741846154,4.95,1.964713414,287.9585801708
190818,91243.0,2179.0,3,3,0.0,1.0,1.0,20.0,2249.5,1999.5,1,1,2.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,908.8040647609
190924,358566.0,1138.0,1,3,6.0,1.0,1.0,20.0,1249.5,749.5,6,4,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,632.4619851858
190991,94914.0,854.0,1,3,4.0,2.0,1.0,20.0,874.5,749.5,2,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,159.8595589591
191126,91243.0,1138.0,2,3,1.0,0.0,0.0,20.0,1249.5,749.5,2,2,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,120.6691781911
192725,263651.0,1138.0,2,3,3.0,1.0,1.0,20.0,1249.5,749.5,4,4,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.266971414,3.741846154,4.95,1.964713414,1142.6672188855
192843,326970.0,1228.0,3,3,1.0,2.0,1.0,20.0,1249.5,749.5,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.266971414,3.741846154,4.95,1.964713414,74.5660497043
