bldg_id,in.representative_income,in.sqft..ft2,in.area_median_income,in.bedrooms,in.cec_climate_zone,in.city,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.dishwasher_usage_level,in.door_area,in.federal_poverty_level,in.geometry_building_type_acs,in.geometry_building_type_height,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_stories,in.geometry_stories_low_rise,in.heating_fuel,in.hot_water_distribution,in.hot_water_fixtures,in.income,in.income_recs_2020,in.vacancy_status,in.usage_level,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.water_heater_location,in.utility_bill_electricity_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_marginal_rates,out.electricity.hot_water.energy_savings..kwh,out.site_energy.net.energy_savings..kwh,out.electricity.net.energy_savings..kwh,out.utility_bills.total_bill_savings..usd,out.energy_burden_savings..percentage,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg
184,134088.0,1228.0,80-100%,3,3,Not in a census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,80% Usage,120000-139999,100000-149999,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-788.361178838,4450.284200987,-707.1804923925993,157.00999999999976,0.1170947437503731,1116.2772147989008
216,129887.0,2179.0,80-100%,3,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,200-300%,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,80% Usage,120000-139999,100000-149999,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-1398.2420759242,5689.095614722399,-1339.6278618841989,113.49000000000024,0.0873759498641126,1494.9089097327003
1979,46244.0,623.0,30-60%,1,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,200-300%,50 or more Unit,"Multi-Family with 5+ Units, 8+ Stories",Multi-Family with 5+ Units,500-749,0-1499,15,4+,Natural Gas,Uninsulated,70% Usage,45000-49999,40000-59999,Occupied,Low,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1667.2813183678004,1667.2813183677997,1667.2813183678,445.1199999999999,0.9625464925179474,125.2459252044
2277,130771.0,854.0,100-120%,2,3,"CA, San Mateo",,,100% Usage,100% Usage,20 ft^2,400%+,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Electricity,Uninsulated,100% Usage,120000-139999,100000-149999,Occupied,Medium,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-465.39685947760006,3207.9559344092,-465.3968594776002,181.44000000000003,0.1387463581375076,800.817329235
2544,261599.0,1698.0,150%+,3,3,"CA, San Bruno",Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Electricity,Uninsulated,70% Usage,200000+,150000+,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-446.933382055,2851.8745841162,-416.4539907542003,167.3800000000001,0.0639834250130926,710.7701719426002
2973,12377.0,273.0,0-30%,1,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,0-100%,Single-Family Attached,Single-Family Attached,Single-Family Attached,0-499,0-1499,1,1,Electricity,Uninsulated,100% Usage,10000-14999,<20000,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-910.5718151114,5194.977790365199,-910.5718151113996,166.21000000000004,1.3428940777248126,1318.7744565380003
4105,129602.0,1698.0,120-150%,3,3,"CA, Daly City",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,200-300%,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Electricity,Uninsulated,80% Usage,120000-139999,100000-149999,Occupied,Low,Electric Tankless,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,4529.706461011199,4568.6849133478,4568.6849133478,1219.6999999999998,0.9411120198762364,364.0940594753001
4347,137327.0,854.0,80-100%,2,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,400%+,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,90% Usage,120000-139999,100000-149999,Occupied,Medium,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-518.735794254,3023.6142312533993,-518.7357942540002,98.97000000000004,0.0720688575444015,766.9974821278004
4961,282618.0,2179.0,150%+,4,3,"CA, San Mateo",Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Electricity,Uninsulated,60% Usage,200000+,150000+,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-590.538206453,2733.7669428256013,-1644.1287038219998,-145.46000000000004,-0.0514687670282851,875.4786333369996
5354,145989.0,3310.0,120-150%,5,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,1,1,Electricity,Uninsulated,100% Usage,140000-159999,150000+,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-1162.3198644132,6180.575799447797,-1194.5576821352006,175.4400000000005,0.1201734377247603,1579.9710868788006
6283,89096.0,854.0,60-80%,2,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,400%+,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Electricity,Uninsulated,140% Usage,80000-99999,60000-99999,Occupied,High,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1996.6932012725997,1996.693201272601,1996.693201272601,533.0500000000002,0.5982872407291016,156.42586471820005
6393,54023.0,1698.0,30-60%,3,4,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,140% Usage,50000-59999,40000-59999,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-441.9511738616,2060.289623506,-424.65998071979993,53.23000000000002,0.0985321066952966,530.6395699681998
6396,126869.0,1228.0,120-150%,4,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,70% Usage,120000-139999,100000-149999,Occupied,Low,Electric Premium,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,518.1496521136,456.89779844179975,519.9080785347996,134.53999999999996,0.1060463943122431,27.33347621619987
6823,52943.0,623.0,80-100%,2,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,200-300%,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,2,2,Natural Gas,Uninsulated,80% Usage,50000-59999,40000-59999,Occupied,Low,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-506.7198803758,3438.3097955864005,-506.7198803757997,129.15999999999983,0.2439604858054886,858.1241892608
7002,74552.0,623.0,30-60%,1,3,"CA, South San Francisco",Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,2,2,Natural Gas,Uninsulated,110% Usage,70000-79999,60000-99999,Occupied,Medium,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-542.1814798700001,3571.657132527398,-542.1814798699997,131.03999999999996,0.1757699323961796,892.1799044004001
7544,261599.0,2179.0,150%+,5,3,"CA, South San Francisco",Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,80% Usage,200000+,150000+,Occupied,Medium,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1341.9724304458,1341.9724304457975,1341.9724304457986,358.25999999999976,0.1369500647938256,100.52967696309996
8240,270117.0,1698.0,150%+,4,3,"CA, San Bruno",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,200000+,150000+,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-326.774243273,1790.9573099922,-327.65345648360017,54.549999999999955,0.0201949525575954,452.7532241155004
8528,82516.0,1138.0,60-80%,2,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,300-400%,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,2,2,Electricity,Uninsulated,100% Usage,80000-99999,60000-99999,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-615.1561763498,3207.3697922688,-1317.0613894788005,11.090000000000146,0.0134398177323187,922.2802940736
9880,64828.0,3310.0,30-60%,5,3,"CA, South San Francisco",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,200-300%,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,2,2,Natural Gas,Uninsulated,100% Usage,60000-69999,60000-99999,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-938.9997089208,5270.297055406601,-938.9997089207992,165.57999999999993,0.2554143271425921,1339.9662920644
10522,151522.0,2152.0,100-120%,3,3,"CA, South San Francisco",Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Attached,Single-Family Attached,Single-Family Attached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,60% Usage,140000-159999,100000-149999,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-393.3013762084,2041.5330750132016,-266.4016028117999,83.58999999999992,0.0551669064558282,500.3169200336997
10823,510568.0,2179.0,150%+,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,80% Usage,200000+,150000+,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-809.4622958924,4098.305845676801,-812.9791487347993,112.17999999999984,0.0219716080913805,1052.9647917942998
10928,11284.0,322.0,0-30%,1,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,0-100%,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,0-499,0-1499,3,3,Natural Gas,Uninsulated,110% Usage,10000-14999,<20000,Occupied,Medium,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-317.98211116699997,1679.2972322460005,-317.98211116699986,48.99000000000001,0.4341545551222978,428.4633527019999
11165,15565.0,1228.0,0-30%,2,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,0-100%,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,15000-19999,<20000,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-401.2142951038,889.1776269867987,-410.8856404203998,-22.50999999999999,-0.1446193382589147,261.05601670609985
11275,191928.0,854.0,150%+,1,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,50 or more Unit,"Multi-Family with 5+ Units, 8+ Stories",Multi-Family with 5+ Units,750-999,0-1499,35,4+,Natural Gas,Uninsulated,100% Usage,180000-199999,150000+,Occupied,Medium,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-492.6524690062,2703.8736936652003,-492.3593979360003,82.75,0.0431151265057729,689.097528504
11380,177119.0,1138.0,150%+,2,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,400%+,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,90% Usage,160000-179999,150000+,Occupied,Medium,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-311.5345476226,2282.4374947175984,-311.53454762260026,90.72000000000004,0.0512198013764759,565.0309434616001
11882,74983.0,1207.0,30-60%,3,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Attached,Single-Family Attached,Single-Family Attached,1000-1499,0-1499,2,2,Electricity,Uninsulated,100% Usage,70000-79999,60000-99999,Occupied,Medium,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1580.8253526587998,1314.130678776799,1314.130678776799,350.8900000000001,0.4679594041316033,105.7369173707001
12759,336212.0,1698.0,150%+,3,3,"CA, San Mateo",Standard,Yes,120% Usage,120% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,110% Usage,200000+,150000+,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1281.3067189144,6088.844554475199,-1281.0136478442,152.03000000000063,0.0452184930936436,1574.2830385589996
12985,88238.0,1228.0,30-60%,3,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,80000-99999,60000-99999,Occupied,Medium,Natural Gas Tankless,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-759.3471428882001,2774.5038215833993,-759.3471428882003,34.159999999999854,0.038713479453297,741.8775366771997
15482,112532.0,6348.0,80-100%,2,3,"CA, Daly City",,,120% Usage,120% Usage,20 ft^2,400%+,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,4000+,4000+,1,1,Natural Gas,Uninsulated,120% Usage,100000-119999,100000-149999,Occupied,High,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1726.1886034780002,1726.188603478,1726.188603478,460.8399999999997,0.4095190701311626,139.57944409640004
16511,92831.0,1138.0,30-60%,2,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,300-400%,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,110% Usage,80000-99999,60000-99999,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-885.074632004,4181.538029613601,-902.3658251458,99.94000000000004,0.1076580021759971,1091.5655024812995
16615,153542.0,2678.0,100-120%,4,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,2,2,Natural Gas,Uninsulated,140% Usage,140000-159999,150000+,Occupied,High,Natural Gas Tankless,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-696.3368627952,2116.266197914203,-704.8359238310004,0.9400000000000546,0.0006122103398418,581.1334725966003
17187,191119.0,2678.0,150%+,3,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,1,1,Natural Gas,Uninsulated,90% Usage,180000-199999,150000+,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-444.2957424232,2101.026502263803,-439.0204631595989,53.07000000000016,0.0277680398076591,540.2012971278004
18836,169699.0,1698.0,100-120%,4,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Electricity,Uninsulated,80% Usage,160000-179999,150000+,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-810.0484380327999,3657.820027166202,-920.2431604280008,61.28999999999997,0.0361168893157879,966.5917326989002
20515,399323.0,1698.0,150%+,4,3,"CA, Redwood City",Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,60% Usage,200000+,150000+,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-405.3172900866,2411.3887656055995,-408.2480007885997,80.02999999999997,0.0200414201035252,608.0315001375998
21178,108047.0,1228.0,100-120%,2,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,110% Usage,100000-119999,100000-149999,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-413.8163511224,2730.8362321236,-413.8163511224002,100.36999999999988,0.0928947587623902,681.9126253631998
21540,68145.0,854.0,80-100%,2,3,"CA, San Mateo",,,120% Usage,120% Usage,20 ft^2,200-300%,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,120% Usage,60000-69999,60000-99999,Occupied,High,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-1084.6560308102,6852.880834486601,-1084.6560308101998,242.5400000000004,0.3559175287988854,1723.4559612809005
23377,359620.0,623.0,150%+,1,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,20 to 49 Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,500-749,0-1499,4,4+,Electricity,Uninsulated,90% Usage,200000+,150000+,Occupied,Medium,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,904.124251567,495.8762507783995,495.8762507783995,132.43000000000006,0.0368249819253656,52.63485861480001
23510,59040.0,1138.0,30-60%,1,3,"CA, Daly City",,,80% Usage,80% Usage,20 ft^2,400%+,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,2,2,Electricity,Uninsulated,70% Usage,50000-59999,40000-59999,Occupied,Low,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-238.852922213,1249.9481144029996,-238.85292221300008,95.48000000000002,0.1617208672086723,318.3175174949
23647,86222.0,1228.0,60-80%,3,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,200-300%,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,80% Usage,80000-99999,60000-99999,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-980.0296587488,5464.896246019402,-980.0296587487992,170.44000000000003,0.197675767205586,1388.3736697908002
23774,519921.0,1678.0,150%+,4,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,3,3,Electricity,Uninsulated,90% Usage,200000+,150000+,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-341.1347257128,1626.251368539799,-351.97835531020064,98.00999999999976,0.0188509408160085,419.3824334546
23919,2320.0,1228.0,0-30%,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,0-100%,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,90% Usage,<10000,<20000,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-362.2358427672,2476.4505431899997,-362.23584276720067,93.57000000000016,4.033189655172421,615.8106092830999
24167,194485.0,1138.0,150%+,1,3,"CA, San Bruno",,,120% Usage,120% Usage,20 ft^2,400%+,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,140% Usage,180000-199999,150000+,Occupied,High,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-348.754573538,2536.530112581001,-348.4615024677996,100.31999999999994,0.0515823842455716,629.0373627923
24877,95081.0,881.0,30-60%,2,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,300-400%,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Natural Gas,Uninsulated,110% Usage,80000-99999,60000-99999,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1022.5249639278,5703.7491682324035,-1022.524963927799,177.94000000000003,0.1871456968269158,1442.9317600544
26323,408418.0,623.0,150%+,1,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,400%+,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,1,1,Natural Gas,Uninsulated,110% Usage,200000+,150000+,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-841.7001136144,3740.1729978924,-592.5897039443994,132.23000000000002,0.0323761440484993,941.0998415049
26870,92056.0,1228.0,30-60%,3,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,80% Usage,80000-99999,60000-99999,Occupied,Low,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1950.387972181,1950.387972180999,1950.3879721810008,520.69,0.5656230989832274,149.97124529310008
27824,73336.0,854.0,30-60%,2,3,"CA, San Bruno",,,120% Usage,120% Usage,20 ft^2,300-400%,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,120% Usage,70000-79999,60000-99999,Occupied,High,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-735.9014572722001,3809.923912600001,-735.9014572721999,108.30999999999996,0.1476900839969457,973.7857076871004
29685,322393.0,1698.0,120-150%,2,3,"CA, Redwood City",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,80% Usage,200000+,150000+,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-617.7938159816,2855.9775790990025,-609.2947549457986,69.67000000000007,0.021610270694463,738.3848754281998
29940,21920.0,1228.0,0-30%,3,3,"CA, San Mateo",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,0-100%,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,20000-24999,20000-39999,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-620.4314556134,2228.512417800801,-576.7638661536002,34.179999999999836,0.1559306569343057,591.1351843550997
32590,70710.0,623.0,60-80%,1,3,"CA, Daly City",,,80% Usage,80% Usage,20 ft^2,400%+,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,Natural Gas,Uninsulated,60% Usage,70000-79999,60000-99999,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-248.8173385998,1116.3077063918004,-131.88198158999967,48.51999999999998,0.0686183000989961,272.09645499190003
32674,147645.0,1698.0,80-100%,3,3,"CA, San Mateo",EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,120% Usage,140000-159999,150000+,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-823.2366361918,4782.040652453399,-823.2366361917993,155.9699999999998,0.1056385248399875,1212.2392165961
33130,171725.0,1698.0,120-150%,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Electricity,Uninsulated,90% Usage,160000-179999,150000+,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-485.9118343916,4042.622342338804,332.63566467700184,337.48,0.1965235114281553,896.0082240032
33502,152345.0,2179.0,120-150%,3,3,"CA, San Mateo",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,80% Usage,140000-159999,100000-149999,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-407.9549297184,2287.7127739811986,-354.0298528016001,82.6400000000001,0.0542452985001151,569.7029448725998
33539,153542.0,881.0,100-120%,2,3,"CA, Daly City",Standard,Yes,80% Usage,80% Usage,20 ft^2,400%+,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,140000-159999,150000+,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-451.6225191782,2052.6697756808,-452.7948034590008,47.11000000000013,0.0306821586276069,533.9008991085002
33698,42138.0,1698.0,30-60%,3,3,"CA, San Mateo",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,300-400%,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,110% Usage,40000-44999,40000-59999,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-359.3051320652,2316.726809931002,-361.3566295565988,83.07000000000016,0.1971379752242645,578.4890290794992
